,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real
76,45.25,1.84,40.96,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
1085,28.8,1.89,89.1,Masculino,Verde,Preto,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido
421,50.8,1.82,59.84,Masculino,Castanho,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
290,58.79,1.78,72.88,Masculino,Castanho,Ruivo,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
508,32.52,1.47,51.82,Masculino,Preto,Castanho,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido
1731,26.05,1.82,61.63,Feminino,Verde,Preto,Estrangulamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
197,13.67,1.69,36.85,Feminino,Verde,Preto,Envenenamento,Escola,Parda,Classe Alta,Desconhecido
1455,42.55,1.79,36.33,Masculino,Azul,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Alta,ElBigodon Camacho
249,42.66,1.78,64.0,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
240,35.37,1.66,54.82,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido
693,55.24,1.86,56.35,Masculino,Castanho,Loiro,Contusão,Casa,Negra,Classe Média,Desconhecido
1520,45.84,1.57,66.79,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
436,20.89,1.76,47.96,Feminino,Preto,Castanho,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
339,13.39,1.43,51.13,Feminino,Verde,Loiro,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
824,42.43,1.5,58.69,Feminino,Verde,Ruivo,Envenenamento,Escola,Branca,Classe Média,Desconhecido
18,49.87,1.64,80.12,Feminino,Azul,Castanho,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
1427,19.57,1.62,37.8,Masculino,Azul,Loiro,Estrangulamento,Rua,Negra,Classe Média,ElBigodon Camacho
1555,34.41,1.71,62.77,Feminino,Preto,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
549,30.11,1.77,82.65,Feminino,Castanho,Loiro,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
853,14.42,1.84,74.61,Feminino,Azul,Preto,Contusão,Casa,Negra,Classe Alta,Desconhecido
789,31.51,1.66,71.49,Feminino,Castanho,Ruivo,Envenenamento,Escola,Parda,Classe Média,Desconhecido
1078,32.73,1.87,33.29,Feminino,Castanho,Preto,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
1303,12.57,1.53,51.62,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1485,18.33,1.68,59.29,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
717,12.26,1.9,34.72,Masculino,Verde,Preto,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
633,30.93,1.63,70.25,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1137,45.22,1.45,34.87,Feminino,Verde,Loiro,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido
875,58.12,1.44,62.81,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido
682,47.89,1.52,86.95,Feminino,Castanho,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1351,11.86,1.55,69.3,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
266,16.5,1.44,69.3,Masculino,Preto,Castanho,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
1064,41.28,1.68,59.49,Masculino,Azul,Preto,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
847,31.21,1.5,74.03,Masculino,Verde,Loiro,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
219,53.82,1.56,62.3,Feminino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
1787,28.47,1.44,83.45,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
152,13.3,1.55,88.42,Masculino,Verde,Castanho,Contusão,Rua,Parda,Classe Média,Desconhecido
736,38.54,1.44,38.83,Masculino,Preto,Castanho,Envenenamento,Rua,Parda,Classe Baixa,Desconhecido
418,36.14,1.43,30.27,Feminino,Castanho,Preto,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
71,19.65,1.89,55.25,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido
204,58.17,1.42,34.03,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
743,53.89,1.46,61.74,Feminino,Preto,Castanho,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
1802,32.8,1.77,79.73,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1754,19.49,1.83,83.51,Feminino,Preto,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
835,41.08,1.8,37.82,Feminino,Castanho,Loiro,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
479,42.58,1.9,55.25,Feminino,Azul,Castanho,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
499,15.12,1.64,84.78,Feminino,Azul,Castanho,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
1653,46.45,1.7,54.85,Feminino,Verde,Castanho,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
27,55.08,1.82,30.16,Masculino,Azul,Ruivo,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
346,41.97,1.71,74.22,Masculino,Preto,Ruivo,Contusão,Trabalho,Amarela,Classe Média,Desconhecido
457,10.77,1.72,83.77,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
995,38.95,1.86,52.13,Masculino,Castanho,Preto,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
1544,42.26,1.75,53.06,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
166,36.12,1.47,71.3,Feminino,Verde,Preto,Contusão,Casa,Branca,Classe Média,Desconhecido
1801,27.66,1.83,82.98,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
81,31.7,1.81,79.62,Masculino,Verde,Loiro,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
952,28.13,1.5,47.1,Feminino,Azul,Castanho,Contusão,Rua,Parda,Classe Alta,Desconhecido
12,40.83,1.83,59.72,Feminino,Preto,Castanho,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
672,47.46,1.79,64.82,Feminino,Verde,Castanho,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
111,49.84,1.76,38.15,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
1347,30.16,1.51,52.52,Feminino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho
1006,47.12,1.7,44.99,Masculino,Castanho,Castanho,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
203,27.14,1.58,77.55,Masculino,Preto,Castanho,Envenenamento,Escola,Branca,Classe Média,Desconhecido
1500,41.55,1.54,54.92,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1397,23.64,1.86,34.41,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
49,50.68,1.85,87.51,Masculino,Castanho,Castanho,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
653,35.25,1.58,38.61,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Desconhecido
1278,28.56,1.87,61.84,Feminino,Preto,Loiro,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
215,54.23,1.7,58.45,Masculino,Azul,Ruivo,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
885,31.61,1.53,87.26,Masculino,Preto,Castanho,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
1785,20.98,1.78,82.32,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
572,34.3,1.58,88.66,Feminino,Castanho,Preto,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
1723,35.09,1.73,67.69,Feminino,Verde,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
1138,51.42,1.57,35.25,Masculino,Preto,Loiro,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
1026,32.64,1.49,32.84,Masculino,Azul,Castanho,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
1279,26.67,1.56,44.91,Feminino,Castanho,Castanho,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
999,37.01,1.54,83.9,Masculino,Azul,Ruivo,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
1094,57.84,1.77,38.73,Feminino,Preto,Castanho,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
1217,58.95,1.73,37.89,Masculino,Verde,Preto,Envenenamento,Escola,Parda,Classe Média,Desconhecido
1632,45.8,1.67,69.31,Feminino,Azul,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
771,46.29,1.58,60.4,Feminino,Castanho,Loiro,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
1402,21.72,1.42,43.46,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
209,21.47,1.47,60.63,Masculino,Azul,Preto,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
913,35.23,1.74,43.82,Feminino,Preto,Preto,Contusão,Rua,Parda,Classe Baixa,Desconhecido
295,35.04,1.46,48.1,Masculino,Castanho,Preto,Estrangulamento,Casa,Branca,Classe Média,Desconhecido
399,29.85,1.56,40.62,Feminino,Verde,Castanho,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
120,17.29,1.42,59.0,Feminino,Verde,Preto,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
1146,37.57,1.66,85.16,Feminino,Verde,Loiro,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
1398,22.67,1.64,39.81,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
165,47.42,1.54,33.3,Feminino,Castanho,Castanho,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido
1757,25.74,1.89,76.0,Feminino,Verde,Preto,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1016,58.05,1.9,39.89,Masculino,Preto,Castanho,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
164,46.77,1.67,57.17,Masculino,Verde,Loiro,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
667,53.89,1.71,81.27,Feminino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
981,34.45,1.56,84.8,Masculino,Preto,Loiro,Envenenamento,Rua,Parda,Classe Baixa,Desconhecido
1532,46.98,1.62,60.5,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1803,30.95,1.77,81.22,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1636,41.13,1.61,56.2,Feminino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
695,18.62,1.46,46.78,Masculino,Castanho,Loiro,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
1383,23.78,1.79,42.0,Feminino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
1395,30.22,1.57,44.03,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho
281,47.23,1.86,37.86,Masculino,Verde,Castanho,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
624,38.45,1.53,81.59,Feminino,Castanho,Preto,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
374,35.17,1.75,76.81,Masculino,Preto,Preto,Contusão,Casa,Branca,Classe Baixa,Desconhecido
107,52.16,1.88,49.12,Masculino,Castanho,Loiro,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
300,34.45,1.76,40.23,Masculino,Azul,Ruivo,Contusão,Rua,Amarela,Classe Baixa,Desconhecido
40,34.38,1.53,81.95,Feminino,Preto,Castanho,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido
1564,45.45,1.77,55.29,Masculino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
842,16.77,1.61,32.21,Masculino,Azul,Castanho,Estrangulamento,Casa,Negra,Classe Média,Desconhecido
797,49.43,1.56,89.74,Masculino,Preto,Loiro,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1025,10.65,1.41,56.86,Feminino,Verde,Castanho,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido
1000,39.55,1.44,73.74,Feminino,Preto,Loiro,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
1332,11.1,1.58,37.09,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
980,41.74,1.8,53.89,Feminino,Preto,Castanho,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
1124,20.41,1.82,45.0,Masculino,Castanho,Loiro,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido
691,49.52,1.79,68.79,Feminino,Castanho,Loiro,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
1284,31.59,1.66,70.84,Feminino,Preto,Loiro,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
139,26.14,1.48,86.5,Feminino,Verde,Ruivo,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1430,17.17,1.58,41.6,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1777,28.64,1.82,82.14,Feminino,Verde,Preto,Contusão,Trabalho,Parda,Classe Média,Roberto Chimarildo Tomáz
1108,52.83,1.85,41.52,Feminino,Castanho,Loiro,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
859,26.44,1.56,79.03,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
846,20.53,1.67,76.59,Feminino,Verde,Castanho,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido
305,12.81,1.76,72.01,Feminino,Preto,Preto,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido
463,49.2,1.58,30.08,Masculino,Preto,Ruivo,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido
994,53.04,1.6,32.45,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1004,59.41,1.65,57.4,Feminino,Azul,Ruivo,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
314,10.96,1.87,55.37,Feminino,Azul,Ruivo,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido
1716,30.35,1.76,82.39,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1255,18.2,1.55,69.97,Feminino,Verde,Ruivo,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
1764,31.76,1.82,31.63,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1834,31.67,1.9,79.26,Masculino,Verde,Loiro,Envenenamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1635,33.22,1.65,55.33,Masculino,Verde,Ruivo,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1218,37.62,1.59,68.26,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
826,52.86,1.68,59.51,Masculino,Castanho,Ruivo,Contusão,Rua,Amarela,Classe Média,Desconhecido
1627,50.64,1.76,63.56,Feminino,Castanho,Ruivo,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
196,21.71,1.86,73.23,Feminino,Castanho,Loiro,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
649,42.5,1.87,40.34,Masculino,Preto,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido
1289,35.08,1.53,49.89,Masculino,Verde,Loiro,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
510,47.39,1.83,70.07,Feminino,Azul,Loiro,Contusão,Escola,Branca,Classe Baixa,Desconhecido
66,10.95,1.44,45.16,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
1157,23.46,1.85,72.24,Masculino,Castanho,Preto,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
411,40.87,1.44,72.14,Masculino,Castanho,Preto,Contusão,Rua,Amarela,Classe Média,Desconhecido
1069,54.67,1.44,40.37,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
1086,51.43,1.7,49.89,Masculino,Verde,Loiro,Contusão,Rua,Parda,Classe Média,Desconhecido
1090,19.18,1.52,82.4,Masculino,Azul,Ruivo,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
814,14.74,1.7,54.82,Masculino,Azul,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
1322,19.34,1.59,39.6,Feminino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
123,24.52,1.86,68.67,Masculino,Verde,Castanho,Contusão,Casa,Negra,Classe Média,Desconhecido
580,26.88,1.8,61.71,Feminino,Castanho,Loiro,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido
1484,35.49,1.66,56.08,Masculino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
825,10.64,1.54,46.17,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
716,37.24,1.46,72.47,Masculino,Verde,Castanho,Contusão,Escola,Negra,Classe Média,Desconhecido
1574,34.0,1.73,60.55,Masculino,Azul,Preto,Esfaqueamento,Escola,Parda,Classe Alta,Coringon de le pinheirinho Silva
1726,26.26,1.76,82.23,Feminino,Verde,Ruivo,Contusão,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
922,15.66,1.89,32.19,Feminino,Azul,Loiro,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido
1365,23.4,1.53,42.36,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
8,35.22,1.79,48.99,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
1645,33.62,1.63,53.47,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1377,22.38,1.46,58.32,Masculino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1047,21.94,1.86,52.9,Masculino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
394,55.09,1.65,60.01,Feminino,Verde,Castanho,Contusão,Escola,Amarela,Classe Média,Desconhecido
644,33.97,1.79,30.94,Masculino,Preto,Loiro,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido
852,26.86,1.81,59.0,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
1290,40.59,1.84,57.61,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Alta,Desconhecido
1810,30.71,1.8,76.76,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
855,56.95,1.49,59.37,Feminino,Azul,Loiro,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1116,24.55,1.65,77.73,Masculino,Azul,Castanho,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
854,25.06,1.72,40.95,Feminino,Castanho,Castanho,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido
353,21.59,1.5,31.86,Masculino,Verde,Preto,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
1831,19.77,1.89,84.36,Feminino,Verde,Castanho,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
631,34.49,1.9,86.46,Feminino,Verde,Ruivo,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
199,35.48,1.54,38.87,Feminino,Castanho,Ruivo,Contusão,Escola,Branca,Classe Baixa,Desconhecido
89,52.05,1.49,85.11,Masculino,Azul,Loiro,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido
490,47.64,1.74,47.16,Feminino,Castanho,Loiro,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
1313,24.62,1.51,76.97,Masculino,Preto,Preto,Contusão,Rua,Negra,Classe Alta,Desconhecido
1493,38.62,1.7,53.72,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
528,33.76,1.64,73.8,Feminino,Castanho,Loiro,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
604,43.99,1.5,40.74,Masculino,Preto,Castanho,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
883,31.47,1.46,82.23,Masculino,Verde,Preto,Envenenamento,Casa,Negra,Classe Alta,Desconhecido
851,16.82,1.58,63.61,Feminino,Preto,Castanho,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
662,58.85,1.69,48.11,Masculino,Azul,Loiro,Envenenamento,Rua,Parda,Classe Média,Desconhecido
92,45.37,1.6,48.93,Feminino,Preto,Castanho,Contusão,Trabalho,Branca,Classe Média,Desconhecido
1679,26.76,1.76,85.5,Feminino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
871,26.67,1.74,34.18,Feminino,Azul,Loiro,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
1037,14.04,1.81,85.08,Feminino,Azul,Ruivo,Contusão,Rua,Parda,Classe Média,Desconhecido
1452,24.48,1.55,40.69,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
415,29.41,1.83,41.93,Masculino,Azul,Castanho,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido
880,53.04,1.83,41.57,Masculino,Azul,Loiro,Contusão,Rua,Negra,Classe Média,Desconhecido
900,51.33,1.61,73.4,Masculino,Verde,Preto,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1522,35.0,1.78,65.46,Masculino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1334,16.55,1.45,56.7,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
948,24.29,1.53,81.19,Feminino,Verde,Ruivo,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
1271,34.36,1.77,80.15,Feminino,Castanho,Preto,Contusão,Escola,Amarela,Classe Alta,Desconhecido
1040,18.34,1.59,48.9,Masculino,Castanho,Preto,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
1761,19.6,1.85,78.76,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
4,38.15,1.89,66.01,Feminino,Castanho,Loiro,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
629,58.27,1.71,70.05,Masculino,Azul,Loiro,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido
1407,51.99,1.53,37.75,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
37,20.48,1.66,71.13,Feminino,Preto,Castanho,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
1198,38.71,1.86,84.03,Masculino,Azul,Loiro,Contusão,Escola,Parda,Classe Baixa,Desconhecido
212,57.27,1.73,81.99,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
1268,43.45,1.59,66.11,Masculino,Preto,Castanho,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
1736,27.78,1.82,76.05,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
674,26.94,1.81,78.61,Masculino,Azul,Castanho,Contusão,Rua,Amarela,Classe Alta,Desconhecido
625,55.41,1.49,55.28,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1345,18.94,1.54,44.09,Masculino,Preto,Preto,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1104,50.64,1.59,31.14,Masculino,Verde,Castanho,Contusão,Casa,Parda,Classe Baixa,Desconhecido
1097,18.41,1.77,76.59,Masculino,Azul,Preto,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
218,43.96,1.68,64.95,Feminino,Preto,Loiro,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
699,40.23,1.47,55.17,Masculino,Preto,Preto,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
620,29.25,1.85,32.37,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1118,47.0,1.4,52.59,Feminino,Azul,Castanho,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
578,29.59,1.78,34.78,Masculino,Preto,Loiro,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
401,38.92,1.72,39.79,Feminino,Preto,Ruivo,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido
823,31.7,1.8,43.28,Masculino,Azul,Preto,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
446,38.74,1.67,71.27,Feminino,Castanho,Loiro,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
110,43.35,1.49,71.99,Masculino,Castanho,Castanho,Contusão,Rua,Amarela,Classe Média,Desconhecido
1671,26.77,1.78,80.31,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
869,42.42,1.62,43.42,Feminino,Castanho,Preto,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
522,52.72,1.89,71.06,Masculino,Castanho,Preto,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
